ID,Title,Year,Journal,Author,,,,,,,,,,,,
2-s2.0-85035811360,Learning Rates for Classification with Gaussian Kernels.,2017,Neural Computation,Shaobo Lin,Jinshan Zeng,Xiangyu Chang,,,,,,,,,,
2-s2.0-85035775072,Refined Spectral Clustering via Embedded Label Propagation.,2017,Neural Computation,Yan-shuo Chang,Feiping Nie,Zhihui Li,Xiaojun Chang,Heng Huang,,,,,,,,
2-s2.0-84951953069,Neural Network Spectral Robustness under Perturbations of the Underlying Graph.,2016,Neural Computation,Anca Radulescu,,,,,,,,,,,,
2-s2.0-84951952419,Sequential Tests for Large-Scale Learning.,2016,Neural Computation,Anoop Korattikara,Yutian Chen,Max Welling,,,,,,,,,,
2-s2.0-84951952374,A Note on Support Vector Machines with Polynomial Kernels.,2016,Neural Computation,Hongzhi Tong,,,,,,,,,,,,
2-s2.0-84951991987,Analytical Calculation of Errors in Time and Value Perception Due to a Subjective Time Accumulator: A Mechanistic Model and the Generation of Weber's Law.,2016,Neural Computation,Vijay Mohan K. Namboodiri,Stefan Mihalas,Marshall G. Hussain Shuler,,,,,,,,,,
2-s2.0-84951935616,Efficient Associative Computation with Discrete Synapses.,2016,Neural Computation,Andreas Knoblauch,,,,,,,,,,,,
2-s2.0-84952020172,Reduction of Trial-to-Trial Perceptual Variability by Intracortical Tonic Inhibition.,2016,Neural Computation,Osamu Hoshino,Mei Hong Zheng,Kazuo Watanabe,,,,,,,,,,
2-s2.0-84951966707,An Empirical Overview of the No Free Lunch Theorem and Its Effect on Real-World Machine Learning Classification.,2016,Neural Computation,David G¨®mez Guill¨¦n,Alfonso Rojas,,,,,,,,,,,
2-s2.0-84952040233,Global Exponential Stability of Cohen-Grossberg Neural Networks with Piecewise Constant Argument of Generalized Type and Impulses.,2016,Neural Computation,Qiang Xi,,,,,,,,,,,,
2-s2.0-85044325133,Correlational Neural Networks.,2016,Neural Computation,Sarath Chandar,Mitesh M. Khapra,Hugo Larochelle,Balaraman Ravindran,,,,,,,,,
2-s2.0-85055721545,Correlational Neural Networks.,2016,Neural Computation,Sarath Chandar,Mitesh M. Khapra,Hugo Larochelle,Balaraman Ravindran,,,,,,,,,
2-s2.0-84955322572,Correlational Neural Networks.,2016,Neural Computation,Sarath Chandar,Mitesh M. Khapra,Hugo Larochelle,Balaraman Ravindran,,,,,,,,,
2-s2.0-84994097145,Correlational Neural Networks.,2016,Neural Computation,Sarath Chandar,Mitesh M. Khapra,Hugo Larochelle,Balaraman Ravindran,,,,,,,,,
2-s2.0-0033313115,Correlational Neural Networks.,2016,Neural Computation,Sarath Chandar,Mitesh M. Khapra,Hugo Larochelle,Balaraman Ravindran,,,,,,,,,
2-s2.0-84955261829,Timing of Cortical Events Preceding Voluntary Movement.,2016,Neural Computation,Victor L. Vvedensky,Andrey O. Prokofyev,,,,,,,,,,,
2-s2.0-84955254778,"Mutual Information, Fisher Information, and Efficient Coding.",2016,Neural Computation,Xue-Xin Wei,Alan A. Stocker,,,,,,,,,,,
2-s2.0-84955306761,Memory Stacking in Hierarchical Networks.,2016,Neural Computation,Johan West,Patrick J. C. May,Hannu Tiitinen,,,,,,,,,,
2-s2.0-84955243217,Infinite Continuous Feature Model for Psychiatric Comorbidity Analysis.,2016,Neural Computation,Isabel Valera,Francisco J. R. Ruiz,Pablo M. Olmos,Carlos Blanco,Fernando P¨¦rez-Cruz,,,,,,,,
2-s2.0-84955315421,Filtering with State-Observation Examples via Kernel Monte Carlo Filter.,2016,Neural Computation,Motonobu Kanagawa,Yu Nishiyama,Arthur Gretton,Kenji Fukumizu,,,,,,,,,
2-s2.0-84958559242,Orthogonal Connectivity Factorization: Interpretable Decomposition of Variability in Correlation Matrices.,2016,Neural Computation,Aapo Hyvrinen,Junichiro Hirayama,Vesa Kiviniemi,Motoaki Kawanabe,,,,,,,,,
2-s2.0-84958559289,A Block Successive Lower-Bound Maximization Algorithm for the Maximum Pseudo-Likelihood Estimation of Fully Visible Boltzmann Machines.,2016,Neural Computation,Hien Duy Nguyen,Ian A. Wood,,,,,,,,,,,
2-s2.0-85064920662,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85053709969,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85067793092,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85067019056,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85066444082,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85059839967,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85065619948,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85065501184,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85067899355,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85065931767,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85064322514,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85064228514,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85063425129,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85066061394,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85065214842,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85056651553,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85062664013,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85060098999,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85058877724,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-85055546766,None,2016,Neural Computation,Seth H. Weinberg,,,,,,,,,,,,
2-s2.0-84958541637,"Kernelized Elastic Net Regularization: Generalization Bounds, and Sparse Recovery.",2016,Neural Computation,Yunlong Feng,Shao-Gao Lv,Hanyuan Hang,Johan A. K. Suykens,,,,,,,,,
2-s2.0-84958580741,An Online Policy Gradient Algorithm for Markov Decision Processes with Continuous States and Actions.,2016,Neural Computation,Yao Ma,Tingting Zhao,Kohei Hatano,Masashi Sugiyama,,,,,,,,,
2-s2.0-84907045929,An Online Policy Gradient Algorithm for Markov Decision Processes with Continuous States and Actions.,2016,Neural Computation,Yao Ma,Tingting Zhao,Kohei Hatano,Masashi Sugiyama,,,,,,,,,
2-s2.0-84958526957,The Development of an Information Criterion for Change-Point Analysis.,2016,Neural Computation,Colin H. LaMont,Paul A. Wiggins,,,,,,,,,,,
2-s2.0-85005965312,Vector Symbolic Spiking Neural Network Model of Hippocampal Subarea CA1 Novelty Detection Functionality.,2016,Neural Computation,Claus Agerskov,,,,,,,,,,,,
2-s2.0-85006014903,Feature-Based Attention by Lateral Spike Synchronization.,2016,Neural Computation,August Romeo,Hans Sup¨¨r,,,,,,,,,,,
2-s2.0-85005996171,Downstream Effect of Ramping Neuronal Activity through Synapses with Short-Term Plasticity.,2016,Neural Computation,Wei Wei,Xiao-Jing Wang,,,,,,,,,,,
2-s2.0-85005959757,Optimal Schedules in Multitask Motor Learning.,2016,Neural Computation,Jeong-Yoon Lee,Youngmin Oh,Sung Shin Kim,Robert A. Scheidt,Nicolas Schweighofer,,,,,,,,
2-s2.0-85005950508,Theoretical and Experimental Analyses of Tensor-Based Regression and Classification.,2016,Neural Computation,Kishan Wimalawarne,Ryota Tomioka,Masashi Sugiyama,,,,,,,,,,
2-s2.0-85005976183,Feature Selection for Ridge Regression with Provable Guarantees.,2016,Neural Computation,Saurabh Paul,Petros Drineas,,,,,,,,,,,
2-s2.0-85037056507,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-85017645900,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-85006040006,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-85053034485,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-84897547320,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-84897544928,Online Pairwise Learning Algorithms.,2016,Neural Computation,Yiming Ying,Ding-Xuan Zhou,,,,,,,,,,,
2-s2.0-85050636952,Sampled-Data State Feedback Stabilization of Boolean Control Networks.,2016,Neural Computation,Yang Liu,Jinde Cao,Liangjie Sun,Jianquan Lu,,,,,,,,,
2-s2.0-85006051840,Sampled-Data State Feedback Stabilization of Boolean Control Networks.,2016,Neural Computation,Yang Liu,Jinde Cao,Liangjie Sun,Jianquan Lu,,,,,,,,,
2-s2.0-84964070361,Causal Inference on Discrete Data via Estimating Distance Correlations.,2016,Neural Computation,Furui Liu,Laiwan Chan,,,,,,,,,,,
2-s2.0-84964049763,A Mathematical Motivation for Complex-Valued Convolutional Networks.,2016,Neural Computation,Mark Tygert,Joan Bruna,Soumith Chintala,Yann LeCun,Serkan Piantino,Arthur Szlam,,,,,,,
2-s2.0-84960154074,Learning Precise Spike Train-to-Spike Train Transformations in Multilayer Feedforward Neuronal Networks.,2016,Neural Computation,Arunava Banerjee,,,,,,,,,,,,
2-s2.0-84960156749,Separating Spike Count Correlation from Firing Rate Correlation.,2016,Neural Computation,Giuseppe Vinci,Val¨¦rie Ventura,Matthew A. Smith,Robert E. Kass,,,,,,,,,
2-s2.0-84960156427,Effect of Reference Scheme on Power and Phase of the Local Field Potential.,2016,Neural Computation,Vinay Shirhatti,Ayon Borthakur,Supratim Ray,,,,,,,,,,
2-s2.0-84973326521,State-Space Analysis of Granger-Geweke Causality Measures with Application to fMRI.,2016,Neural Computation,Victor Solo,,,,,,,,,,,,
2-s2.0-84960154806,State-Space Analysis of Granger-Geweke Causality Measures with Application to fMRI.,2016,Neural Computation,Victor Solo,,,,,,,,,,,,
2-s2.0-84960116881,Whole-Body Reaching Movements Formulated by Minimum Muscle-Tension Change Criterion.,2016,Neural Computation,Naoki Kudo,Kyuheong Choi,Takahiro Kagawa,Yoji Uno,,,,,,,,,
2-s2.0-84962455804,Recurrent Neural Network for Computing Outer Inverse.,2016,Neural Computation,Ivan S. Zivkovic,Predrag S. Stanimirovic,Yimin Wei,,,,,,,,,,
2-s2.0-84973338737,Electroencephalographic Motor Imagery Brain Connectivity Analysis for BCI: A Review.,2016,Neural Computation,Mahyar Hamedi,Sh-Hussain Salleh,Alias Mohd Noor,,,,,,,,,,
2-s2.0-84973335082,McCulloch-Pitts Brains and Pseudorandom Functions.,2016,Neural Computation,Vasek Chv¨¢tal,Mark Goldsmith,Nan Yang,,,,,,,,,,
2-s2.0-84973304994,Maintaining Consistency of Spatial Information in the Hippocampal Network: A Combinatorial Geometry Model.,2016,Neural Computation,Yuri Dabaghian,,,,,,,,,,,,
2-s2.0-84960082072,Feature-Linking Model for Image Enhancement.,2016,Neural Computation,Kun Zhan,Jicai Teng,Jinhui Shi,Qiaoqiao Li,Mingying Wang,,,,,,,,
2-s2.0-85048746545,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-85048800957,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-84973349123,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-84992659977,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-84954316171,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-0036473955,Direct Density Derivative Estimation.,2016,Neural Computation,Hiroaki Sasaki,Yung-Kyun Noh,Gang Niu,Masashi Sugiyama,,,,,,,,,
2-s2.0-84960194198,Robust Clustering Method in the Presence of Scattered Observations.,2016,Neural Computation,Akifumi Notsu,Shinto Eguchi,,,,,,,,,,,
2-s2.0-84973343716,Efficient Nonnegative Matrix Factorization by DC Programming and DCA.,2016,Neural Computation,Hoai An Le Thi,Xuan Thanh Vo,Tao Pham Dinh,,,,,,,,,,
2-s2.0-84973392030,Robust Support Vector Machines for Classification with Nonconvex and Smooth Losses.,2016,Neural Computation,Yunlong Feng,Yuning Yang,Xiaolin Huang,Siamak Mehrkanoon,Johan A. K. Suykens,,,,,,,,
2-s2.0-84976506421,Learning Visual Spatial Pooling by Strong PCA Dimension Reduction.,2016,Neural Computation,Haruo Hosoya,Aapo Hyvrinen,,,,,,,,,,,
2-s2.0-85047209301,An Infinite Restricted Boltzmann Machine.,2016,Neural Computation,Marc-Alexandre Ct¨¦,Hugo Larochelle,,,,,,,,,,,
2-s2.0-85050522612,An Infinite Restricted Boltzmann Machine.,2016,Neural Computation,Marc-Alexandre Ct¨¦,Hugo Larochelle,,,,,,,,,,,
2-s2.0-84976515716,An Infinite Restricted Boltzmann Machine.,2016,Neural Computation,Marc-Alexandre Ct¨¦,Hugo Larochelle,,,,,,,,,,,
2-s2.0-84976465064,A Single Hidden Layer Feedforward Network with Only One Neuron in the Hidden Layer Can Approximate Any Univariate Function.,2016,Neural Computation,Namig J. Guliyev,Vugar E. Ismailov,,,,,,,,,,,
2-s2.0-84976466727,A Novel Nonparametric Approach for Neural Encoding and Decoding Models of Multimodal Receptive Fields.,2016,Neural Computation,Rahul Agarwal,Zhe Chen,Fabian Kloosterman,Matthew A. Wilson,Sridevi V. Sarma,,,,,,,,
2-s2.0-84976507990,Regularized Multitask Learning for Multidimensional Log-Density Gradient Estimation.,2016,Neural Computation,Ikko Yamane,Hiroaki Sasaki,Masashi Sugiyama,,,,,,,,,,
2-s2.0-84976475323,Nonlinear Memory Capacity of Parallel Time-Delay Reservoir Computers in the Processing of Multidimensional Signals.,2016,Neural Computation,Lyudmila Grigoryeva,Julie Henriques,Laurent Larger,Juan-Pablo Ortega,,,,,,,,,
2-s2.0-84979735375,Scalable Semisupervised Functional Neurocartography Reveals Canonical Neurons in Behavioral Networks.,2016,Neural Computation,Edward Paxon Frady,Ashish Kapoor,Eric Horvitz,William B. Kristan Jr.,,,,,,,,,
2-s2.0-84979742005,The Leaky Integrator with Recurrent Inhibition as a Predictor.,2016,Neural Computation,Henning U. Voss,,,,,,,,,,,,
2-s2.0-84979763393,Bayesian Inference and Online Learning in Poisson Neuronal Networks.,2016,Neural Computation,Yanping Huang,Rajesh P. N. Rao,,,,,,,,,,,
2-s2.0-84979743367,Asymmetry of Neuronal Combinatorial Codes Arises from Minimizing Synaptic Weight Change.,2016,Neural Computation,Christian Leibold,Mauro M. Monsalve-Mercado,,,,,,,,,,,
2-s2.0-84979732776,Clique-Based Neural Associative Memories with Local Coding and Precoding.,2016,Neural Computation,Asieh Abolpour Mofrad,Matthew G. Parker,Zahra Ferdosi,Mohammad Hesam Tadayon,,,,,,,,,
2-s2.0-84979759129,Hermite Functional Link Neural Network for Solving the Van der Pol-Duffing Oscillator Equation.,2016,Neural Computation,Susmita Mall,Snehashish Chakraverty,,,,,,,,,,,
2-s2.0-84979742836,Optimal Curiosity-Driven Modular Incremental Slow Feature Analysis.,2016,Neural Computation,Varun Raj Kompella,Matthew D. Luciw,Marijn F. Stollenga,J¨¹rgen Schmidhuber,,,,,,,,,
2-s2.0-84979729832,A Quasi-Likelihood Approach to Nonnegative Matrix Factorization.,2016,Neural Computation,Karthik Devarajan,Vincent C. K. Cheung,,,,,,,,,,,
2-s2.0-85064920662,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85053709969,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85067793092,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85067019056,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85066444082,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85059839967,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85065619948,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85065501184,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85067899355,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85065931767,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85064322514,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85064228514,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85063425129,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85066061394,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85065214842,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85056651553,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85062664013,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85060098999,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85058877724,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-85055546766,None,2016,Neural Computation,Yu Wang,Jihong Li,,,,,,,,,,,
2-s2.0-84983060315,Learning Minimal Latent Directed Information Polytrees.,2016,Neural Computation,Jalal Etesami,Negar Kiyavash,Todd P. Coleman,,,,,,,,,,
2-s2.0-84983036466,Dynamic Multiscale Modes of Resting State Brain Activity Detected by Entropy Field Decomposition.,2016,Neural Computation,Lawrence R. Frank,Vitaly L. Galinsky,,,,,,,,,,,
2-s2.0-84983043496,Active Inference and Learning in the Cerebellum.,2016,Neural Computation,Karl J. Friston,Ivan Herreros-Alonso,,,,,,,,,,,
2-s2.0-84983036115,A Mathematical Framework for Statistical Decision Confidence.,2016,Neural Computation,Bal¨¢zs Hangya,Joshua I. Sanders,d¨¢m Kepecs,,,,,,,,,,
2-s2.0-84983036110,Linking Neuromodulated Spike-Timing Dependent Plasticity with the Free-Energy Principle.,2016,Neural Computation,Takuya Isomura,Koji Sakai,Kiyoshi Kotani,Yasuhiko Jimbo,,,,,,,,,
2-s2.0-84983044041,The Geometry of Plasticity-Induced Sensitization in Isoinhibitory Rate Motifs.,2016,Neural Computation,Gautam Kumar,ShiNung Ching,,,,,,,,,,,
2-s2.0-84983036026,The Enhanced Rise and Delayed Fall of Memory in a Model of Synaptic Integration: Extension to Discrete State Synapses.,2016,Neural Computation,Terry Elliott,,,,,,,,,,,,
2-s2.0-84983047912,Dynamic Signal Tracking in a Simple V1 Spiking Model.,2016,Neural Computation,Guillaume Lajoie,Lai-Sang Young,,,,,,,,,,,
2-s2.0-85045193000,Energy-Efficient Neuromorphic Classifiers.,2016,Neural Computation,Daniel Mart¨ª,Mattia Rigotti,Mingoo Seok,Stefano Fusi,,,,,,,,,
2-s2.0-84988632555,Energy-Efficient Neuromorphic Classifiers.,2016,Neural Computation,Daniel Mart¨ª,Mattia Rigotti,Mingoo Seok,Stefano Fusi,,,,,,,,,
2-s2.0-85063912853,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-85061870905,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-85025837289,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-85017476868,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84994262696,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84988602865,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-85013675661,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84936881352,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84924066570,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84901033754,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84892771213,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84876882135,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-79959375255,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-78649630591,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-60549097583,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-46249104070,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-43049164425,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-34247389618,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-33747585885,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-13544252539,A Note on Divergences.,2016,Neural Computation,Xiao Liang,,,,,,,,,,,,
2-s2.0-84988591489,Simulation Neurotechnologies for Advancing Brain Research: Parallelizing Large Networks in NEURON.,2016,Neural Computation,William W. Lytton,Alexandra Seidenstein,Salvador Dura-Bernal,Robert A. McDougal,Felix Sch¨¹rmann,Michael L. Hines,,,,,,,
2-s2.0-84988556971,Integrator or Coincidence Detector: A Novel Measure Based on the Discrete Reverse Correlation to Determine a Neuron's Operational Mode.,2016,Neural Computation,Jacob Kanev,Achilleas Koutsou,Chris Christodoulou,Klaus Obermayer,,,,,,,,,
2-s2.0-84988643995,The Space-Clamped Hodgkin-Huxley System with Random Synaptic Input: Inhibition of Spiking by Weak Noise and Analysis with Moment Equations.,2016,Neural Computation,Henry C. Tuckwell,Susanne Ditlevsen,,,,,,,,,,,
2-s2.0-84988615474,Presynaptic Spontaneous Activity Enhances the Accuracy of Latency Coding.,2016,Neural Computation,Marie Levakova,Massimiliano Tamborrino,Lubomir Kostal,Petr L¨¢nsk,,,,,,,,,
2-s2.0-84988592827,Learning Polychronous Neuronal Groups Using Joint Weight-Delay Spike-Timing-Dependent Plasticity.,2016,Neural Computation,Haoqi Sun,Olga Sourina,Guang-Bin Huang,,,,,,,,,,
2-s2.0-85064920662,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85053709969,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85067793092,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85067019056,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85066444082,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85059839967,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85065619948,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85065501184,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85067899355,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85065931767,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85064322514,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85064228514,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85063425129,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85066061394,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85065214842,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85056651553,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85062664013,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85060098999,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85058877724,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-85055546766,None,2016,Neural Computation,Tongliang Liu,Dacheng Tao,Dong Xu,,,,,,,,,,
2-s2.0-84988642810,The Functional Segregation and Integration Model: Mixture Model Representations of Consistent and Variable Group-Level Connectivity in fMRI.,2016,Neural Computation,Nathan William Churchill,Kristoffer Hougaard Madsen,Morten Mrup,,,,,,,,,,
2-s2.0-84994753608,Neural Quadratic Discriminant Analysis: Nonlinear Decoding with V1-Like Computation.,2016,Neural Computation,Marino Pagan,Eero P. Simoncelli,Nicole C. Rust,,,,,,,,,,
2-s2.0-84994756677,Identification of Stable Spike-Timing-Dependent Plasticity from Spiking Activity with Generalized Multilinear Modeling.,2016,Neural Computation,Brian S. Robinson,Theodore W. Berger,Dong Song,,,,,,,,,,
2-s2.0-84994691437,Surrogate Data Methods Based on a Shuffling of the Trials for Synchrony Detection: The Centering Issue.,2016,Neural Computation,M¨¦lisande Albert,Yann Bouret,Magalie Fromont,Patricia Reynaud-Bouret,,,,,,,,,
2-s2.0-84994707448,Variations on the Theme of Synaptic Filtering: A Comparison of Integrate-and-Express Models of Synaptic Plasticity for Memory Lifetimes.,2016,Neural Computation,Terry Elliott,,,,,,,,,,,,
2-s2.0-84994716153,On the Analytical Solution of Firing Time for SpikeProp.,2016,Neural Computation,Simon de Montigny,Benot R. Msse,,,,,,,,,,,
2-s2.0-84994779125,Continuous Online Sequence Learning with an Unsupervised Neural Network Model.,2016,Neural Computation,Yuwei Cui,Subutai Ahmad,Jeff Hawkins,,,,,,,,,,
2-s2.0-84994744841,Chaotic Resonance in Coupled Inferior Olive Neurons with the Llin¨¢s Approach Neuron Model.,2016,Neural Computation,Sou Nobukawa,Haruhiko Nishimura,,,,,,,,,,,
2-s2.0-84994756547,The Lamellar Structure of the Brain Fiber Pathways.,2016,Neural Computation,Vitaly L. Galinsky,Lawrence R. Frank,,,,,,,,,,,
2-s2.0-84994721625,An Online Structural Plasticity Rule for Generating Better Reservoirs.,2016,Neural Computation,Subhrajit Roy,Arindam Basu,,,,,,,,,,,
2-s2.0-84997610861,Neural Mechanism to Simulate a Scale-Invariant Future.,2016,Neural Computation,Karthik H. Shankar,Inder Singh,Marc W. Howard,,,,,,,,,,
2-s2.0-84997712933,Derivation of Human Chromatic Discrimination Ability from an Information-Theoretical Notion of Distance in Color Space.,2016,Neural Computation,Mar¨ªa da Fonseca,In¨¦s Samengo,,,,,,,,,,,
2-s2.0-85064920662,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
