"P_ID","R_ID","Journal","Author"
"2-s2.0-85038208476","2-s2.0-0000920843","IEEE Transactions on Electronic Computers","Shunichi Amari"
"2-s2.0-85038208476","2-s2.0-84984027863","Information theory II: Geometrical theory of information","Amari S."
"2-s2.0-85038208476","2-s2.0-0000396062","Neural Computation","Shun-Ichi Amari"
"2-s2.0-85038208476","2-s2.0-85007445890","Information geometry and its applications","Amari S."
"2-s2.0-85038208476","2-s2.0-0034201611","Neural Computation","Shun-Ichi Amari","Hyeyoung Park","Kenji Fukumizu"
"2-s2.0-85038208476","2-s2.0-33646407804","Neural Computation","Shun-Ichi Amari","Hyeyoung Park","Tomoko Ozeki"
"2-s2.0-85038208476","2-s2.0-69349090197","Foundations and Trends in Machine Learning","Yoshua Bengio"
"2-s2.0-85038210786","2-s2.0-77952291644","Neural Networks","Pierre Baldi","Laurent Itti","Laurent Itti"
"2-s2.0-85038210786","2-s2.0-0022619482","Nature","Mark F. Bear","Wolf Singer","Mark F. Bear"
"2-s2.0-85038210786","2-s2.0-57649192772","Neuron","Jeffrey M. Beck","Wei Ji Ma","Alexandre Pouget","Wei Ji Ma","Roozbeh Kiani","Tim Hanks","Anne K. Churchland","Michael N. Shadlen","Jamie Roitman","Peter E. Latham","Alexandre Pouget"
"2-s2.0-85038210786","2-s2.0-34548295327","Nature Neuroscience","Timothy E. J. Behrens","Mark W. Woolrich","Matthew F. S. Rushworth","Timothy E. J. Behrens","Mark E. Walton","Matthew F. S. Rushworth"
"2-s2.0-85038210786","2-s2.0-78650972934","Science","Pietro Berkes","Gergo Orb¨¢n","J¨®zsef Fiser","Gergo Orb¨¢n","Gergo Orb¨¢n","M¨¢t¨¦ Lengyel","J¨®zsef Fiser","J¨®zsef Fiser"
"2-s2.0-85038210786","2-s2.0-0028480283","IEE Proceedings: Vision, Image and Signal Processing","Bishop C.M."
"2-s2.0-85038210786","2-s2.0-3843112439","European Journal of Neuroscience","Sebastien Bouret","Susan J. Sara"
"2-s2.0-85038210786","2-s2.0-26944438305","Trends in Neurosciences","Sebastien Bouret","Susan J. Sara"
"2-s2.0-85038210786","2-s2.0-84878514215","Journal of Neuroscience","Johanni Brea","Walter Senn","Jean-Pascal Pfister"
"2-s2.0-85038210786","2-s2.0-7744219753","Journal of Neuroscience","Edwin C. Clayton","Janusz Rajkowski","Gary Aston-Jones","Jonathan D. Cohen","Gary Aston-Jones"
"2-s2.0-85038210786","2-s2.0-34250348767","Philosophical Transactions of the Royal Society B: Biological Sciences","Jonathan D. Cohen","Samuel M. McClure","Angela J. Yu","Jonathan D. Cohen"
"2-s2.0-85038210786","2-s2.0-84953774903","Neuron","Vincent D. Costa","Peter H. Rudebeck"
"2-s2.0-85038210786","2-s2.0-0002731037","Event-related potentials in man","Donchin E.","Ritter W.","McCallum W."
"2-s2.0-85038210786","2-s2.0-0037165165","Nature","Marc O. Ernst","Martin S. Banks","Marc O. Ernst"
"2-s2.0-85038210786","2-s2.0-0035939908","Nature","Fairhall A.L.","Lewen G.D.","Bialek W.","De Ruyter van Steveninck R.R."
"2-s2.0-85038210786","2-s2.0-76749113376","Trends in Cognitive Sciences","J¨®zsef Fiser","Pietro Berkes","Gergo Orb¨¢n","J¨®zsef Fiser","Gergo Orb¨¢n","M¨¢t¨¦ Lengyel"
"2-s2.0-85038210786","2-s2.0-84995579611","Frontiers in Neurorobotics","Mikhail Frank","Jurgen Leitner","Marijn Stollenga","Alexander Forster","Jurgen Schmidhuber","Mikhail Frank","Jurgen Leitner","Marijn Stollenga","Alexander Forster","Jurgen Schmidhuber","Mikhail Frank","Jurgen Leitner","Marijn Stollenga","Alexander Forster","Jurgen Schmidhuber"
"2-s2.0-85038210786","2-s2.0-84957873806","Frontiers in Neural Circuits","Nicolas Fr¨¦maux","Wulfram Gerstner"
"2-s2.0-85038210786","2-s2.0-21244472727","Philosophical Transactions of the Royal Society B: Biological Sciences","Karl Friston"
"2-s2.0-85038210786","2-s2.0-75549090229","Nature Reviews Neuroscience","Karl Friston"
"2-s2.0-85038210786","2-s2.0-84979255321","Neuroscience and Biobehavioral Reviews","Karl Friston","Thomas FitzGerald","Francesco Rigoli","Philipp Schwartenbeck","Thomas FitzGerald","Philipp Schwartenbeck","Philipp Schwartenbeck","Philipp Schwartenbeck","John O'Doherty","Giovanni Pezzulo"
"2-s2.0-85038210786","2-s2.0-85007551351","Neural Computation","Karl Friston","Thomas FitzGerald","Francesco Rigoli","Philipp Schwartenbeck","Thomas FitzGerald","Philipp Schwartenbeck","Philipp Schwartenbeck","Philipp Schwartenbeck","Giovanni Pezzulo"
"2-s2.0-85038210786","2-s2.0-66149122170","Philosophical Transactions of the Royal Society B: Biological Sciences","Karl Friston","Stefan Kiebel"
"2-s2.0-85038210786","2-s2.0-84954371516","Cognitive Neuroscience","Karl Friston","Francesco Rigoli","Christoph Mathys","Thomas Fitzgerald","Dimitri Ognibene","Christoph Mathys","Christoph Mathys","Giovanni Pezzulo"
"2-s2.0-85038210786","2-s2.0-84939246893","Topics in Cognitive Science","Samuel J. Gershman","Yael Niv"
"2-s2.0-85038210786","2-s2.0-84912099627","PLoS Computational Biology","Samuel J. Gershman","Angela Radulescu","Kenneth A. Norman","Yael Niv"
"2-s2.0-85038210786","2-s2.0-0030928570","Neuron","Ziv Gil","Yael Amitai","Barry W. Connors"
"2-s2.0-85038210786","2-s2.0-0031870037","Journal of Cognitive Neuroscience","Sabine Gillner","Hanspeter A. Mallot","Hanspeter A. Mallot"
"2-s2.0-85038210786","2-s2.0-0037030711","Neuroscience","Gu Q."
"2-s2.0-85038210786","2-s2.0-0033198942","Trends in Cognitive Sciences","Michael E. Hasselmo"
"2-s2.0-85038210786","2-s2.0-0030518740","Hippocampus","Michael E. Hasselmo","Bradley P. Wyble","Gene V. Wallenstein","Michael E. Hasselmo"
"2-s2.0-85038210786","2-s2.0-79952746993","Journal of Neuroscience","Benjamin Y. Hayden","Sarah R. Heilbronner","John M. Pearson","Michael L. Platt","Benjamin Y. Hayden","Sarah R. Heilbronner","John M. Pearson","Michael L. Platt","Michael L. Platt"
"2-s2.0-85038210786","2-s2.0-0000662460","Science","Eckhard H. Hess","James M. Polt"
"2-s2.0-85038210786","2-s2.0-0030695932","Animal Learning and Behavior","Peter C. Holland","Peter C. Holland"
"2-s2.0-85038210786","2-s2.0-0034644820","Brain Research","Candace Y Hsieh","Scott J Cruikshank","Raju Metherate"
"2-s2.0-85038210786","2-s2.0-84856278962","Inside jokes: Using humor to reverseengineer the mind","Hurley M.","Dennett D.","Adams R."
"2-s2.0-85038210786","2-s2.0-84885760889","Neuron","Sandra Iglesias","Christoph Mathys","Kay H. Brodersen","Lars Kasper","Klaas E. Stephan","Sandra Iglesias","Christoph Mathys","Kay H. Brodersen","Lars Kasper","Marco Piccirelli","Klaas E. Stephan","Hanneke E.M. denOuden","Klaas E. Stephan"
"2-s2.0-85038214740","2-s2.0-78650592845","Neural Computation","Yashar Ahmadian","Liam Paninski","Jonathan W. Pillow"
"2-s2.0-85038214740","2-s2.0-84880494442","Journal of Neuroscience","Mohsin M. Ali","Kristin K. Sellers","Flavio Frhlich","Flavio Frhlich","Flavio Frhlich","Kristin K. Sellers","Flavio Frhlich","Mohsin M. Ali","Mohsin M. Ali"
"2-s2.0-85038214740","2-s2.0-0036482863","Neural Computation","Emery N. Brown","Riccardo Barbieri","Loren M. Frank","Emery N. Brown","Val¨¦rie Ventura","Robert E. Kass"
"2-s2.0-85038214740","2-s2.0-0041360352","Neural Computation","Nicolas Brunel","Peter E. Latham"
"2-s2.0-85038214740","2-s2.0-40749088917","Biological Cybernetics","Nicolas Brunel","Mark C. W. Van Rossum"
"2-s2.0-85038214740","2-s2.0-77950537175","Journal of Statistical Software","Jerome Friedman","Trevor Hastie","Rob Tibshirani"
"2-s2.0-85038214740","2-s2.0-0003684449","The elements of statistical learning","Hastie T.","Tibshirani R.","Friedman J."
"2-s2.0-85038214740","2-s2.0-84907294669","Frontiers in Computational Neuroscience","Loreen Hertg","Daniel Durstewitz","Daniel Durstewitz","Nicolas Brunel"
"2-s2.0-85038214740","2-s2.0-35649001607","The Journal of Physiology","Hodgkin A.L.","Huxley A.F."
"2-s2.0-85038214740","2-s2.0-0742268989","IEEE Transactions on Neural Networks","Eugene M. Izhikevich"
"2-s2.0-85038214740","2-s2.0-4344661328","IEEE Transactions on Neural Networks","Eugene M. Izhikevich"
"2-s2.0-85038214740","2-s2.0-4644319486","Dynamical systems in neuroscience: The geometry of excitability and bursting","Izhikevich E.M."
"2-s2.0-85038214740","2-s2.0-42149192537","Proceedings of the National Academy of Sciences of the United States of America","Eugene M. Izhikevich","Gerald M. Edelman"
"2-s2.0-85038214740","2-s2.0-84920153919","Analysis of neural data","Kass R.E.","Eden U.T.","Brown E.N."
"2-s2.0-85038214740","2-s2.0-0035432526","Neural Computation","Robert E. Kass","Val¨¦rie Ventura"
"2-s2.0-85038214740","2-s2.0-84937957911","Advances in Neural Information Processing Systems","Kenneth W. Latimer","Chichilnisky E.J.","Fred Rieke","Jonathan W. Pillow"
"2-s2.0-85038214740","2-s2.0-84860612542","Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011","Jakob H. MacKe","Lars B¨¹sing","Maneesh Sahani","John P. Cunningham","Byron M. Yu","Krishna V. Shenoy"
"2-s2.0-85038214740","2-s2.0-0003663926","Generalized linear models","McCullagh P.","Nelder J.A."
"2-s2.0-85038214740","2-s2.0-0029362917","Journal of Computational Neuroscience","Farzan Nadim","ystein H. Olsen","Ronald L. Calabrese","Erik de Schutter"
"2-s2.0-85038214740","2-s2.0-0001414179","Journal of the Royal Statistical Society, Series A (General)","Nelder J.A.","Wedderburn R.W.M."
"2-s2.0-85038214740","2-s2.0-0003722979","Stochastic differential equations","Oksendahl B."
"2-s2.0-85038214740","2-s2.0-33750583238","Neural Computation","Liam Paninski"
"2-s2.0-85038214740","2-s2.0-50049100348","Nature","Jonathan W. Pillow","Jonathon Shlens","Chichilnisky E.J.","Liam Paninski","Alexander Sher","Alan M. Litke","Eero P. Simoncelli"
"2-s2.0-85038214740","2-s2.0-0348012925","Journal of Neurophysiology","Astrid A. Prinz","Cyrus P. Billimoria","Eve Marder","Astrid A. Prinz"
"2-s2.0-85038214740","2-s2.0-13744259954","Nature Neuroscience","Astrid A. Prinz","Dirk Bucher","Eve Marder"
"2-s2.0-85038214740","2-s2.0-84865090327","Frontiers in Integrative Neuroscience","Sridevi V. Sarma","Ming L. Cheng","Uri Eden","Ziv Williams","Emad Eskandar","Emery N. Brown","Emery N. Brown"
"2-s2.0-85038214740","2-s2.0-84934993654","Proceedings of the National Academy of Sciences of the United States of America","Jonathan Taylor","Robert J. Tibshirani"
"2-s2.0-85038214740","2-s2.0-0025781361","Journal of Neurophysiology","Traub R.D.","Wong R.K.S.","Miles R.","Michelson H."
"2-s2.0-85038214740","2-s2.0-12544253489","Journal of Neurophysiology","Wilson Truccolo","Matthew R. Fellows","John P. Donoghue","Uri T. Eden","Emery N. Brown","Uri T. Eden","Emery N. Brown","Wilson Truccolo"
"2-s2.0-85038214740","2-s2.0-84988001472","Annals of Statistics","Sara Van De Geer","Peter B¨¹hlmann","Ruben Dezeure","Ya'acov Ritov"
"2-s2.0-85038214740","2-s2.0-0032875742","Journal of Computational Neuroscience","Michael C. Vanier","James M. Bower"
"2-s2.0-85038214740","2-s2.0-85038207570","Neural Computation","Weber A.I.","Pillow J.W."
"2-s2.0-85038214740","2-s2.0-85041988327","Biometrika","Wedderburn R.W.M."
"2-s2.0-85038215147","2-s2.0-79955151982","Journal of Neurophysiology","Afia B. Ali"
"2-s2.0-85038215147","2-s2.0-84949292745","PLoS ONE","Sushmita L. Allam","Jean-Marie C. Bouteiller","Eric Y. Hu","Theodore W. Berger","Jean-Marie C. Bouteiller","Nicolas Ambert","Renaud Greget","Serge Bischoff","Michel Baudry","Michel Baudry"
"2-s2.0-85038215147","2-s2.0-84920034593","The Hippocampus Book","Per Andersen","Richard Morris","David Amaral","Tim Bliss","John O' Keefe"
"2-s2.0-85038215147","2-s2.0-33751109475","Journal of Neuroscience","Chyze W. Ang","Douglas A. Coulter","Chyze W. Ang","Gregory C. Carlson","Douglas A. Coulter","Douglas A. Coulter","Douglas A. Coulter"
"2-s2.0-85038215147","2-s2.0-70349692982","Epilepsy Currents","Ben-Ari Y.","Crepel V.","Represa A."
"2-s2.0-85038215147","2-s2.0-0012182845","Proceedings of the IEEE","Theodore W. Berger","Vasilis Z. Marmarelis","Michel Baudry","Armand R. Tanguay Jr.","Roberta Diaz","Bing J. Sheu","Liaw Brinton","Alex Yoondong Park"
"2-s2.0-85038215147","2-s2.0-84859072362","IEEE Transactions on Neural Systems and Rehabilitation Engineering","Theodore W. Berger","Dong Song","Rosa H.M. Chan","Vasilis Z. Marmarelis","Robert E. Hampson","Sam A. Deadwyler","Jeff Lacoss","Jack Wills","John J. Granacki"
"2-s2.0-85038215147","2-s2.0-0018095347","Science","Stephen D. Berry","Richard F. Thompson"
"2-s2.0-85038215147","2-s2.0-0027476024","Nature","Bliss T.V.P.","Collingridge G.L."
"2-s2.0-85038215147","2-s2.0-0020647470","The Journal of Physiology","Collingridge G.L.","Kehl S.J.","McLennan H."
"2-s2.0-85038215147","2-s2.0-0035157795","Nature Neuroscience","Cossart R.","Dinocourt C.","Hirsch J.C.","Ben-Ari Y.","Esclapez M.","Merchan-Perez A.","De Felipe J.","Bernard C."
"2-s2.0-85038215147","2-s2.0-77649121667","Hippocampus","Vassilis Cutsuridis","Bruce P. Graham","Stuart Cobb"
"2-s2.0-85038215147","2-s2.0-80054757391","Hippocampal microcircuits: A computational modeler's resource book","Cutsuridis V.","Graham B.P.","Cobb S.","Vida I."
"2-s2.0-85038215147","2-s2.0-0004003127","Theoretical neuroscience","Dayan P.","Abbott Laurence F."
"2-s2.0-85038215147","2-s2.0-0028490340","Journal of Computational Neuroscience","Alain Destexhe","Zachary F. Mainen","Terrence J. Sejnowski","Terrence J. Sejnowski"
"2-s2.0-85038215147","2-s2.0-0032912771","Pharmacological Reviews","Raymond Dingledine","Raymond Dingledine","Karin Borges","Derek Bowie","Stephen F. Traynelis"
"2-s2.0-85038215147","2-s2.0-0037433783","Journal of Comparative Neurology","Celine Dinocourt","Zdravko Petanjek","Yezekiel Ben-Ari","Monique Esclapez","Zdravko Petanjek","Celine Dinocourt","Tamas F. Freund"
"2-s2.0-85038215147","2-s2.0-0034652279","Journal of Neuroscience","Jeremy S. Dittman","Anatol C. Kreitzer","Wade G. Regehr","Wade G. Regehr"
"2-s2.0-85038215147","2-s2.0-84947580392","Frontiers in Cellular Neuroscience","Michele Ferrante","Giorgio A. Ascoli"
"2-s2.0-85038215147","2-s2.0-0030337503","Hippocampus","Freund T.F.","Buzsaki G.","Freund T.F.","Buzsaki G."
"2-s2.0-85038215147","2-s2.0-0035819063","Neuron","Desdemona Fricker","Richard Miles"
"2-s2.0-85038215147","2-s2.0-0041835839","Journal of Neuroscience","Volker Gauck","Dieter Jaeger","Volker Gauck"
"2-s2.0-85038215147","2-s2.0-85029566300","BMC Neuroscience","Geng K.","Marmarelis V.Z."
"2-s2.0-85038215147","2-s2.0-84976287016","IEEE Transactions on Neural Networks and Learning Systems","Kunling Geng","Vasilis Z. Marmarelis"
"2-s2.0-85038215147","2-s2.0-84876665067","Nature Reviews Neuroscience","Ethan M. Goldberg","Douglas A. Coulter"
"2-s2.0-85038215147","2-s2.0-0035211539","Journal of Neurophysiology","Nace L. Golding","William L. Kath","Nelson Spruston","William L. Kath","Nace L. Golding"
"2-s2.0-85038215147","2-s2.0-84859049964","IEEE Transactions on Neural Systems and Rehabilitation Engineering","Robert E. Hampson","Andrew J. Sweatt","Mitchell R. Riley","Samuel A. Deadwyler","Gregory A. Gerhardt","Dong Song","Rosa H. M. Chan","Dae C. Shin","Vasilis Z. Marmarelis","Theodore W. Berger"
"2-s2.0-85038215147","2-s2.0-84889049066","Journal of Neural Engineering","Robert E. Hampson","Ioan Opris","Lucas M. Santos","Sam A. Deadwyler","Dong Song","Dae C. Shin","Vasilis Z. Marmarelis","Theodore W. Berger","Greg A. Gerhardt"
"2-s2.0-85038215147","2-s2.0-0035808602","Science","Hausser M.","Major G.","Stuart G.J."
"2-s2.0-85038215147","2-s2.0-33645206598","Handout, Stanford University","Heeger D."
"2-s2.0-85038215147","2-s2.0-0035898264","Neuroscience","Henze D.A","Buzsaki G."
"2-s2.0-85038215147","2-s2.0-18744416135","Proceedings of the Royal Society of London. Series B, Containing papers of a Biological character. Royal Society (Great Britain)","HODGKIN A.L.","HUXLEY A.F."
"2-s2.0-85038215147","2-s2.0-84942740941","Frontiers in Computational Neuroscience","Eric Y. Hu","Jean-Marie C. Bouteiller","Dong Song","Theodore W. Berger","Michel Baudry"
"2-s2.0-85038215147","2-s2.0-33947716431","Zeitschrift f¨¹r Physik","Ernst Ising"
"2-s2.0-85038215147","2-s2.0-84906921433","Philosophical Transactions of the Royal Society B: Biological Sciences","Joshua Jacobs"
"2-s2.0-85038215147","2-s2.0-0037547170","Philosophical Transactions of the Royal Society B: Biological Sciences","Daniel Johnston","Brian R. Christie","Andreas Frick","Richard Gray","Dax A. Hoffman","Lalania K. Schexnayder","Shigeo Watanabe","Li-Lian Yuan","Brian R. Christie","Dax A. Hoffman","Lalania K. Schexnayder","Shigeo Watanabe"
"2-s2.0-85038215147","2-s2.0-78649408065","Journal of Neuroscience","Umasankar Kandaswamy","Pan-Yue Deng","Vitaly A. Klyachko","Charles F. Stevens"
"2-s2.0-85038215147","2-s2.0-0030692741","Journal of Neurophysiology","Kapur A.","Lytton W.W.","Haberly L.B.","Lytton W.W.","Ketchum K.L.","Haberly L.B.","Kapur A.","Haberly L.B."
"2-s2.0-85038215147","2-s2.0-26444479778","Science","Kirkpatrick S.","Gelatt Jr. C.D.","Vecchi M.P.","Vecchi M.P."
"2-s2.0-85038215147","2-s2.0-70349224608","European Journal of Neuroscience","Thomas Klausberger","Thomas Klausberger"
"2-s2.0-85038210237","2-s2.0-0033667165","Nature Neuroscience","Abbott L.F.","Sacha B. Nelson"
"2-s2.0-85038210237","2-s2.0-0032692835","Journal of Neurophysiology","Florin Amzica","Dag Neckelmann"
"2-s2.0-85038210237","2-s2.0-4444253495","Journal of Physiology","Trent Anderson","Bin Hu","Quentin Pittman","Zelma H.T. Kiss","Zelma H.T. Kiss"
"2-s2.0-85038210237","2-s2.0-0036712342","Journal of Neurophysiology","Barakat L.","Angelique Bordey"
"2-s2.0-85038210237","2-s2.0-0036006168","BioEssays","Benedikt Berninger","Guo-Qiang Bi"
"2-s2.0-85038210237","2-s2.0-0033152742","Current Opinion in Neurobiology","Dwight E. Bergles","Jeffrey S. Diamond","Craig E. Jahr"
"2-s2.0-85038210237","2-s2.0-84878607317","Current Biology","Christian Beste","Hubert R. Dinse"
"2-s2.0-85038210237","2-s2.0-0032535029","Journal of Neuroscience","Guo-Qiang Bi","Mu-Ming Poo"
"2-s2.0-85038210237","2-s2.0-0035866070","Journal of Neuroscience","Matt T. Bianchi","Kevin F. Haas","Robert L. Macdonald","Robert L. Macdonald","Robert L. Macdonald"
"2-s2.0-85038210237","2-s2.0-0036707591","Neuropharmacology","Bianchi M.T.","Haas K.F.","Robert L. Macdonald","Robert L. Macdonald","Robert L. Macdonald"
"2-s2.0-85038210237","2-s2.0-71549166337","Science","Bonifazi P.","Goldin M.","Picardo M.A.","Jorquera I.","Cattani A.","Represa A.","Ben-Ari Y.","Cossart R.","Bianconi G."
"2-s2.0-85038210237","2-s2.0-0030476450","Journal of Physiology","Stephen G. Brickley","Stuart G. Cull-Candy","Mark Farrant"
"2-s2.0-85038210237","2-s2.0-84889671978","Frontiers in Neural Circuits","Damian P. Bright","Trevor G. Smart"
"2-s2.0-85038210237","2-s2.0-0036024231","British Journal of Pharmacology","Brown N.","Kerby J.","Bonnert T.P.","Whiting P.J.","Keith A. Wafford"
"2-s2.0-85038210237","2-s2.0-78049303516","Neuron","Gyrgy Buzs¨¢ki"
"2-s2.0-85038210237","2-s2.0-3042523540","Science","Gyrgy Buzs¨¢ki","Andreas Draguhn"
"2-s2.0-85038210237","2-s2.0-84971475341","Neural Plasticity","Maurizio De Pitt¨¤","Nicolas Brunel","Maurizio De Pitt¨¤","Nicolas Brunel"
"2-s2.0-85038210237","2-s2.0-84928171119","Neuroscience","De Pitta M.","Brunel N.","De Pitta M.","Brunel N.","Volterra A."
"2-s2.0-85038210237","2-s2.0-0026091649","Journal of Neuroscience","Dermietzel R.","Hertzberg E.L.","Kassier J.A.","Spray D.C.","Hertzberg E.L.","Kassier J.A."
"2-s2.0-85038210237","2-s2.0-0003043451","Methods in neuronal modeling","Destexhe A.","Mainen Z.F.","Sejnowski T.J."
"2-s2.0-85038210237","2-s2.0-0038386710","Science","Hubert R. Dinse","Patrick Ragert","Burkhard Pleger","Peter Schwenkreis","Martin Tegenthoff"
"2-s2.0-85038210237","2-s2.0-33745788345","Cerebral Cortex","Kim Ryun Drasbek","Kimmo Jensen","Kimmo Jensen"
"2-s2.0-85038210237","2-s2.0-0942298214","American Journal of Physiology - Regulatory Integrative and Comparative Physiology","Joseph S. Erlichman","Aaron Cook","Mary C. Schwab","Thomas W. Budd","Leiter J.C.","Joseph S. Erlichman"
"2-s2.0-85038210237","2-s2.0-77952421764","Brain Research Reviews","Volker Eulenburg","Jes¨²s Gomeza"
"2-s2.0-85038210237","2-s2.0-14844323722","Nature Reviews Neuroscience","Mark Farrant","Zoltan Nusser"
"2-s2.0-85038210237","2-s2.0-75649138386","Nature Reviews Neuroscience","Christian Giaume","Annette Koulakoff","Lisa Roux","Nathalie Rouach","David Holcman"
"2-s2.0-85038210237","2-s2.0-0028465417","Current Biology","Charles D. Gilbert"
"2-s2.0-85038210237","2-s2.0-0029995618","Current Opinion in Neurobiology","Charles D. Gilbert"
"2-s2.0-85038210237","2-s2.0-84856378897","Neural Computation","Osamu Hoshino"
"2-s2.0-85038210237","2-s2.0-84874203599","Neural Computation","Osamu Hoshino"
"2-s2.0-85038210237","2-s2.0-84902123886","Neural Computation","Osamu Hoshino"
"2-s2.0-85038210237","2-s2.0-84929675558","Neural Computation","Osamu Hoshino"
"2-s2.0-85038210237","2-s2.0-45549083671","Journal of Neuroscience","Vanessa Houades","Annette Koulakoff","Pascal Ezan","Christian Giaume","Vanessa Houades","Annette Koulakoff","Pascal Ezan","Christian Giaume","Isabelle Seif","Christian Giaume"
"2-s2.0-85038210237","2-s2.0-33645410496","The Journal of Physiology","Hubel D.H.","Wiesel T.N."
"2-s2.0-85038210237","2-s2.0-80054838537","Neuron","Jeffry S. Isaacson","Massimo Scanziani","Jeffry S. Isaacson","Massimo Scanziani","Massimo Scanziani"
"2-s2.0-85038210237","2-s2.0-0029112106","Neuron","Mathew V. Jones","Gary L. Westbrook"
"2-s2.0-85038210237","2-s2.0-67650028960","Current Opinion in Neurobiology","Ursula Koch","Anna K Magnusson"
